Instance,m,n,LowerBound,Iterations,Runtime(s),Status
Inst_m5_n25_pi1.0_TF0.6_R0.4_7.txt,5,25,716.00,41,0.2361,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_8.txt,5,25,564.09,22,0.3690,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_9.txt,5,25,883.02,5,0.3428,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.4_10.txt,5,25,324.60,37,0.2552,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_1.txt,5,25,931.58,10,0.3066,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_2.txt,5,25,544.69,20,0.2291,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_3.txt,5,25,454.93,36,0.3350,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_4.txt,5,25,557.81,217,0.2787,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_5.txt,5,25,846.51,9,0.2929,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_6.txt,5,25,508.36,30,0.2946,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_7.txt,5,25,717.82,34,0.3635,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_8.txt,5,25,341.48,37,0.3607,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_9.txt,5,25,554.66,56,0.2954,Within1800
Inst_m5_n25_pi1.0_TF0.6_R0.6_10.txt,5,25,497.08,253,0.2264,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_1.txt,5,25,940.84,27,0.2454,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_2.txt,5,25,620.84,2,0.2189,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_3.txt,5,25,1235.71,55,0.3375,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_4.txt,5,25,933.56,17,0.2835,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_5.txt,5,25,796.14,30,0.2532,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_6.txt,5,25,706.34,10,0.2876,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_7.txt,5,25,742.31,54,0.2256,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_8.txt,5,25,586.21,17,0.2287,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_9.txt,5,25,933.68,33,0.3497,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.4_10.txt,5,25,520.53,47,0.1977,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_1.txt,5,25,632.51,49,0.1476,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_2.txt,5,25,848.77,144,0.2593,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_3.txt,5,25,1389.13,14,0.2978,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_4.txt,5,25,340.10,71,0.3042,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_5.txt,5,25,950.11,16,0.2133,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_6.txt,5,25,1450.44,11,0.2730,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_7.txt,5,25,557.23,34,0.1944,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_8.txt,5,25,1797.52,75,0.2546,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_9.txt,5,25,509.30,109,0.2606,Within1800
Inst_m5_n25_pi2.0_TF0.4_R0.6_10.txt,5,25,990.27,57,0.2626,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_1.txt,5,25,1380.91,101,0.2415,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_2.txt,5,25,1529.96,170,0.3120,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_3.txt,5,25,1476.83,276,0.3507,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_4.txt,5,25,999.75,149,0.2788,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_5.txt,5,25,466.30,203,0.3057,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_6.txt,5,25,834.60,212,0.3126,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_7.txt,5,25,1008.36,36,0.2114,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_8.txt,5,25,711.34,307,0.3332,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_9.txt,5,25,770.03,316,0.3383,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.4_10.txt,5,25,571.69,195,0.2613,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_1.txt,5,25,1536.36,97,0.2157,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_2.txt,5,25,1465.60,376,0.3564,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_3.txt,5,25,791.40,381,0.3572,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_4.txt,5,25,1182.27,329,0.3017,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_5.txt,5,25,1026.31,399,0.3118,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_6.txt,5,25,1039.73,424,0.3281,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_7.txt,5,25,1377.21,425,0.3149,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_8.txt,5,25,1973.98,398,0.2661,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_9.txt,5,25,1170.29,435,0.3182,Within1800
Inst_m5_n25_pi2.0_TF0.6_R0.6_10.txt,5,25,1547.98,435,0.2944,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_1.txt,5,35,114.74,61,0.4331,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_2.txt,5,35,146.52,3,0.4987,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_3.txt,5,35,115.24,37,0.5476,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_4.txt,5,35,152.73,95,0.4823,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_5.txt,5,35,138.00,47,0.5529,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_6.txt,5,35,137.90,8,0.6059,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_7.txt,5,35,145.12,10,0.6004,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_8.txt,5,35,194.04,106,0.4871,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_9.txt,5,35,138.62,848,0.3958,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.4_10.txt,5,35,124.46,51,0.6714,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_1.txt,5,35,180.63,34,0.5461,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_2.txt,5,35,164.59,164,0.7504,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_3.txt,5,35,182.16,7,0.5615,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_4.txt,5,35,113.51,41,0.4257,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_5.txt,5,35,97.99,19,0.6383,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_6.txt,5,35,111.96,25,0.5198,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_7.txt,5,35,135.66,57,0.5884,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_8.txt,5,35,106.33,71,0.5939,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_9.txt,5,35,90.70,7,0.5994,Within1800
Inst_m5_n35_pi0.2_TF0.4_R0.6_10.txt,5,35,123.41,38,0.5482,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_1.txt,5,35,93.41,34,0.5462,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_2.txt,5,35,94.75,16,0.6187,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_3.txt,5,35,93.20,107,0.4873,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_4.txt,5,35,255.47,160,0.7496,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_5.txt,5,35,193.67,6,0.5272,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_6.txt,5,35,77.88,106,1.0025,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_7.txt,5,35,138.09,53,0.7204,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_8.txt,5,35,147.38,26,0.5536,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_9.txt,5,35,174.81,7,0.5778,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.4_10.txt,5,35,169.44,138,0.4216,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_1.txt,5,35,148.94,90,0.6990,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_2.txt,5,35,162.44,235,0.4918,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_3.txt,5,35,238.85,191,0.2971,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_4.txt,5,35,119.98,42,0.5742,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_5.txt,5,35,188.00,34,0.5275,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_6.txt,5,35,170.50,29,0.4884,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_7.txt,5,35,190.86,34,0.5447,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_8.txt,5,35,65.38,33,0.4970,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_9.txt,5,35,191.25,25,0.9159,Within1800
Inst_m5_n35_pi0.2_TF0.6_R0.6_10.txt,5,35,103.87,57,0.5613,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_1.txt,5,35,351.00,29,0.5442,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_2.txt,5,35,389.31,43,0.6710,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_3.txt,5,35,434.68,5,0.4211,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_4.txt,5,35,329.95,18,0.4742,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_5.txt,5,35,335.58,35,0.5077,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_6.txt,5,35,713.70,102,0.5304,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_7.txt,5,35,281.58,67,0.4859,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_8.txt,5,35,405.46,44,0.5450,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_9.txt,5,35,265.06,101,0.5028,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.4_10.txt,5,35,252.04,11,0.4581,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_1.txt,5,35,129.37,21,0.4542,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_2.txt,5,35,420.81,3,0.4528,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_3.txt,5,35,349.49,21,0.4234,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_4.txt,5,35,422.49,60,0.5332,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_5.txt,5,35,442.89,79,0.6140,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_6.txt,5,35,149.12,22,0.5416,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_7.txt,5,35,198.24,7,0.5290,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_8.txt,5,35,336.21,76,0.5749,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_9.txt,5,35,345.87,22,0.4320,Within1800
Inst_m5_n35_pi0.5_TF0.4_R0.6_10.txt,5,35,290.41,81,0.5555,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_1.txt,5,35,325.76,45,0.7482,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_2.txt,5,35,443.40,63,0.5553,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_3.txt,5,35,271.37,20,0.4440,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_4.txt,5,35,249.42,1,0.4301,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_5.txt,5,35,267.95,73,0.3362,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_6.txt,5,35,419.90,20,0.5216,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_7.txt,5,35,579.41,49,0.5487,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_8.txt,5,35,152.28,34,0.5410,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_9.txt,5,35,188.78,52,0.5132,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.4_10.txt,5,35,561.91,67,0.5309,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_1.txt,5,35,462.14,27,0.5033,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_2.txt,5,35,583.65,8,0.6709,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_3.txt,5,35,274.95,25,0.4835,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_4.txt,5,35,378.23,24,0.8706,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_5.txt,5,35,266.99,71,0.5685,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_6.txt,5,35,313.41,14,0.5165,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_7.txt,5,35,263.59,0,0.8199,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_8.txt,5,35,313.39,41,0.5827,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_9.txt,5,35,351.96,67,0.5716,Within1800
Inst_m5_n35_pi0.5_TF0.6_R0.6_10.txt,5,35,381.15,20,0.8271,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_1.txt,5,35,515.86,16,0.4775,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_2.txt,5,35,709.76,228,0.3728,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_3.txt,5,35,772.15,6,0.4396,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_4.txt,5,35,393.57,7,0.4573,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_5.txt,5,35,516.25,39,0.5237,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_6.txt,5,35,632.54,1,0.3814,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_7.txt,5,35,474.29,84,0.4760,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_8.txt,5,35,620.72,5,0.3539,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_9.txt,5,35,885.98,37,0.4364,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.4_10.txt,5,35,491.27,111,0.4769,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_1.txt,5,35,632.99,60,0.5601,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_2.txt,5,35,524.01,47,0.6565,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_3.txt,5,35,1022.94,65,0.5486,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_4.txt,5,35,1054.81,107,0.3759,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_5.txt,5,35,426.77,13,0.5509,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_6.txt,5,35,500.32,103,0.4186,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_7.txt,5,35,435.86,31,0.5316,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_8.txt,5,35,270.38,52,0.6962,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_9.txt,5,35,484.08,6,0.4397,Within1800
Inst_m5_n35_pi1.0_TF0.4_R0.6_10.txt,5,35,956.98,49,0.4980,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_1.txt,5,35,521.64,14,0.4676,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_2.txt,5,35,396.62,2,0.4447,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_3.txt,5,35,577.70,8,0.4135,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_4.txt,5,35,495.92,85,0.5099,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_5.txt,5,35,426.53,4,0.4452,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_6.txt,5,35,639.71,114,0.4908,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_7.txt,5,35,579.11,126,0.6296,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_8.txt,5,35,603.45,172,0.5170,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_9.txt,5,35,518.00,142,0.6856,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.4_10.txt,5,35,522.09,89,0.7104,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_1.txt,5,35,826.08,112,0.4961,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_2.txt,5,35,1438.09,60,0.7224,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_3.txt,5,35,468.30,85,0.4879,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_4.txt,5,35,1002.75,52,0.6789,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_5.txt,5,35,1455.56,69,0.4577,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_6.txt,5,35,666.15,138,0.5029,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_7.txt,5,35,675.42,52,0.5408,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_8.txt,5,35,548.59,95,0.4903,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_9.txt,5,35,697.78,97,0.7715,Within1800
Inst_m5_n35_pi1.0_TF0.6_R0.6_10.txt,5,35,599.48,185,0.6899,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_1.txt,5,35,569.06,30,0.4802,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_2.txt,5,35,1221.64,33,0.5444,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_3.txt,5,35,1825.88,82,0.5063,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_4.txt,5,35,951.22,196,0.6406,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_5.txt,5,35,1075.08,42,0.4096,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_6.txt,5,35,1038.14,12,0.5457,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_7.txt,5,35,1092.18,59,0.5135,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_8.txt,5,35,1759.97,52,0.3799,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_9.txt,5,35,1554.84,2,0.6171,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.4_10.txt,5,35,1636.34,34,0.3887,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_1.txt,5,35,974.62,15,0.3274,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_2.txt,5,35,844.34,38,0.6326,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_3.txt,5,35,799.59,97,0.6852,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_4.txt,5,35,1609.00,135,0.5572,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_5.txt,5,35,1444.40,73,0.3978,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_6.txt,5,35,1343.71,233,0.6330,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_7.txt,5,35,1378.62,150,0.4105,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_8.txt,5,35,453.73,160,0.5569,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_9.txt,5,35,1593.06,354,0.6576,Within1800
Inst_m5_n35_pi2.0_TF0.4_R0.6_10.txt,5,35,853.62,61,0.4516,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_1.txt,5,35,1777.34,353,0.6279,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_2.txt,5,35,664.33,4,0.4311,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_3.txt,5,35,2017.00,320,0.5708,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_4.txt,5,35,571.62,245,0.5283,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_5.txt,5,35,550.81,532,0.7104,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_6.txt,5,35,1038.36,104,0.4240,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_7.txt,5,35,1649.27,401,0.5793,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_8.txt,5,35,1774.12,135,0.4157,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_9.txt,5,35,1902.41,354,0.5168,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.4_10.txt,5,35,1717.74,581,0.6848,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_1.txt,5,35,825.87,471,0.5779,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_2.txt,5,35,1510.57,472,0.5063,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_3.txt,5,35,1880.98,586,0.6041,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_4.txt,5,35,1111.31,629,0.6249,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_5.txt,5,35,1354.09,628,0.6093,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_6.txt,5,35,898.46,674,0.7086,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_7.txt,5,35,1737.40,617,0.5252,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_8.txt,5,35,1305.44,636,0.4862,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_9.txt,5,35,1258.21,696,0.6278,Within1800
Inst_m5_n35_pi2.0_TF0.6_R0.6_10.txt,5,35,947.77,700,0.6457,Within1800
